"id","obsID","alt","choice","price","feat","brand","dannon","hiland","weight","yoplait"
2,11,1,0,9.7999997,0,"dannon",1,0,0,0
2,11,2,0,5.0000001,0,"hiland",0,1,0,0
2,11,3,0,7.9000004,0,"weight",0,0,1,0
2,11,4,1,10.8,0,"yoplait",0,0,0,1
2,12,1,0,9.7999997,0,"dannon",1,0,0,0
2,12,2,0,5.0000001,0,"hiland",0,1,0,0
2,12,3,0,7.9000004,0,"weight",0,0,1,0
2,12,4,1,10.8,0,"yoplait",0,0,0,1
2,13,1,0,8.1,0,"dannon",1,0,0,0
2,13,2,0,5.0000001,0,"hiland",0,1,0,0
2,13,3,1,8.6000003,0,"weight",0,0,1,0
2,13,4,0,10.8,0,"yoplait",0,0,0,1
2,14,1,0,8.1,0,"dannon",1,0,0,0
2,14,2,0,5.0000001,0,"hiland",0,1,0,0
2,14,3,1,8.6000003,0,"weight",0,0,1,0
2,14,4,0,10.8,0,"yoplait",0,0,0,1
2,15,1,0,8.1,0,"dannon",1,0,0,0
2,15,2,0,5.0000001,0,"hiland",0,1,0,0
2,15,3,1,7.9000004,0,"weight",0,0,1,0
2,15,4,0,10.8,0,"yoplait",0,0,0,1
2,16,1,0,8.1,0,"dannon",1,0,0,0
2,16,2,0,5.0000001,0,"hiland",0,1,0,0
2,16,3,1,7.9000004,0,"weight",0,0,1,0
2,16,4,0,10.8,0,"yoplait",0,0,0,1
2,17,1,0,8.1,0,"dannon",1,0,0,0
2,17,2,0,5.0000001,0,"hiland",0,1,0,0
2,17,3,1,7.9000004,0,"weight",0,0,1,0
2,17,4,0,10.8,0,"yoplait",0,0,0,1
2,18,1,0,8.1,0,"dannon",1,0,0,0
2,18,2,0,5.0000001,0,"hiland",0,1,0,0
2,18,3,1,7.9000004,0,"weight",0,0,1,0
2,18,4,0,10.8,0,"yoplait",0,0,0,1
2,19,1,0,8.1,0,"dannon",1,0,0,0
2,19,2,0,5.0000001,0,"hiland",0,1,0,0
2,19,3,1,7.9000004,0,"weight",0,0,1,0
2,19,4,0,10.8,0,"yoplait",0,0,0,1
2,20,1,0,8.1,0,"dannon",1,0,0,0
2,20,2,0,5.0000001,0,"hiland",0,1,0,0
2,20,3,1,8.1,0,"weight",0,0,1,0
2,20,4,0,10.8,0,"yoplait",0,0,0,1
2,21,1,0,8.1,0,"dannon",1,0,0,0
2,21,2,0,5.0000001,0,"hiland",0,1,0,0
2,21,3,1,7.9000004,0,"weight",0,0,1,0
2,21,4,0,10.8,0,"yoplait",0,0,0,1
2,22,1,0,8.1,0,"dannon",1,0,0,0
2,22,2,0,5.0000001,0,"hiland",0,1,0,0
2,22,3,1,7.9000004,0,"weight",0,0,1,0
2,22,4,0,10.8,0,"yoplait",0,0,0,1
2,23,1,0,8.1,0,"dannon",1,0,0,0
2,23,2,0,5.0000001,0,"hiland",0,1,0,0
2,23,3,1,7.9000004,0,"weight",0,0,1,0
2,23,4,0,10.8,0,"yoplait",0,0,0,1
2,24,1,0,8.1,0,"dannon",1,0,0,0
2,24,2,0,5.0000001,0,"hiland",0,1,0,0
2,24,3,1,8.1,0,"weight",0,0,1,0
2,24,4,0,10.8,0,"yoplait",0,0,0,1
2,25,1,0,8.1,0,"dannon",1,0,0,0
2,25,2,0,5.0000001,0,"hiland",0,1,0,0
2,25,3,1,7.9000004,0,"weight",0,0,1,0
2,25,4,0,11.2,0,"yoplait",0,0,0,1
2,26,1,0,8.1,0,"dannon",1,0,0,0
2,26,2,0,5.0000001,0,"hiland",0,1,0,0
2,26,3,1,7.9000004,0,"weight",0,0,1,0
2,26,4,0,11.2,0,"yoplait",0,0,0,1
2,27,1,0,8.1,0,"dannon",1,0,0,0
2,27,2,0,5.0000001,0,"hiland",0,1,0,0
2,27,3,1,7.9000004,0,"weight",0,0,1,0
2,27,4,0,11.2,0,"yoplait",0,0,0,1
2,28,1,0,8.1,0,"dannon",1,0,0,0
2,28,2,0,5.0000001,0,"hiland",0,1,0,0
2,28,3,1,8.1,0,"weight",0,0,1,0
2,28,4,0,10.8,0,"yoplait",0,0,0,1
3,29,1,1,4.8999999,0,"dannon",1,0,0,0
3,29,2,0,6.1000001,0,"hiland",0,1,0,0
3,29,3,0,7.9000004,0,"weight",0,0,1,0
3,29,4,0,11,0,"yoplait",0,0,0,1
3,30,1,1,4.4,0,"dannon",1,0,0,0
3,30,2,0,4.8999999,0,"hiland",0,1,0,0
3,30,3,0,7.9000004,0,"weight",0,0,1,0
3,30,4,0,10.3,0,"yoplait",0,0,0,1
3,31,1,1,4.4,0,"dannon",1,0,0,0
3,31,2,0,4.8999999,0,"hiland",0,1,0,0
3,31,3,0,7.9000004,0,"weight",0,0,1,0
3,31,4,0,10.3,0,"yoplait",0,0,0,1
3,32,1,0,9.4999999,0,"dannon",1,0,0,0
3,32,2,0,5.7999998,0,"hiland",0,1,0,0
3,32,3,0,10.3,0,"weight",0,0,1,0
3,32,4,1,3.2000002,0,"yoplait",0,0,0,1
3,33,1,0,9.4999999,0,"dannon",1,0,0,0
3,33,2,0,5.7999998,0,"hiland",0,1,0,0
3,33,3,0,10.3,0,"weight",0,0,1,0
3,33,4,1,10.8,0,"yoplait",0,0,0,1
3,34,1,0,9.4999999,0,"dannon",1,0,0,0
3,34,2,0,5.7999998,0,"hiland",0,1,0,0
3,34,3,0,10.3,0,"weight",0,0,1,0
3,34,4,1,10.8,0,"yoplait",0,0,0,1
3,35,1,0,8.6000003,0,"dannon",1,0,0,0
3,35,2,0,5.4000001,0,"hiland",0,1,0,0
3,35,3,0,7.9000004,0,"weight",0,0,1,0
3,35,4,1,5.5,0,"yoplait",0,0,0,1
3,36,1,0,8.6000003,0,"dannon",1,0,0,0
3,36,2,0,5.4000001,0,"hiland",0,1,0,0
3,36,3,0,7.9000004,0,"weight",0,0,1,0
3,36,4,1,8.2999997,0,"yoplait",0,0,0,1
3,37,1,0,8.6000003,0,"dannon",1,0,0,0
3,37,2,0,5.4000001,0,"hiland",0,1,0,0
3,37,3,0,7.9000004,0,"weight",0,0,1,0
3,37,4,1,8.2999997,0,"yoplait",0,0,0,1
3,38,1,0,8.6000003,0,"dannon",1,0,0,0
3,38,2,0,5.6000002,0,"hiland",0,1,0,0
3,38,3,0,6.3000001,1,"weight",0,0,1,0
3,38,4,1,11.5,0,"yoplait",0,0,0,1
3,39,1,0,8.6000003,0,"dannon",1,0,0,0
3,39,2,0,5.6000002,0,"hiland",0,1,0,0
3,39,3,0,6.3000001,1,"weight",0,0,1,0
3,39,4,1,3.2000002,0,"yoplait",0,0,0,1
3,40,1,0,8.6000003,0,"dannon",1,0,0,0
3,40,2,0,6.1000001,0,"hiland",0,1,0,0
3,40,3,1,6.3000001,1,"weight",0,0,1,0
3,40,4,0,11.5,0,"yoplait",0,0,0,1
3,41,1,1,5.5,0,"dannon",1,0,0,0
3,41,2,0,6.1000001,0,"hiland",0,1,0,0
3,41,3,0,6.4000003,0,"weight",0,0,1,0
3,41,4,0,11.5,0,"yoplait",0,0,0,1
3,42,1,1,6.3000001,0,"dannon",1,0,0,0
3,42,2,0,6.1000001,1,"hiland",0,1,0,0
3,42,3,0,7.9000004,0,"weight",0,0,1,0
3,42,4,0,11.5,0,"yoplait",0,0,0,1
3,43,1,1,3.0999999,0,"dannon",1,0,0,0
3,43,2,0,6.1000001,0,"hiland",0,1,0,0
3,43,3,0,6.3000001,1,"weight",0,0,1,0
3,43,4,0,4.1999999,0,"yoplait",0,0,0,1
4,44,1,0,8.1,0,"dannon",1,0,0,0
4,44,2,1,6.6,0,"hiland",0,1,0,0
4,44,3,0,7.9000004,0,"weight",0,0,1,0
4,44,4,0,11,0,"yoplait",0,0,0,1
4,45,1,0,8.1,0,"dannon",1,0,0,0
4,45,2,1,6.6,0,"hiland",0,1,0,0
4,45,3,0,7.9000004,0,"weight",0,0,1,0
4,45,4,0,11,0,"yoplait",0,0,0,1
4,46,1,1,8.1,0,"dannon",1,0,0,0
4,46,2,0,6.6,0,"hiland",0,1,0,0
4,46,3,0,7.9000004,0,"weight",0,0,1,0
4,46,4,0,13.500001,0,"yoplait",0,0,0,1
4,47,1,1,8.1,0,"dannon",1,0,0,0
4,47,2,0,6.6,0,"hiland",0,1,0,0
4,47,3,0,7.9000004,0,"weight",0,0,1,0
4,47,4,0,13.500001,0,"yoplait",0,0,0,1
4,48,1,0,8.1,0,"dannon",1,0,0,0
4,48,2,1,6.1000001,0,"hiland",0,1,0,0
4,48,3,0,7.9000004,0,"weight",0,0,1,0
4,48,4,0,11,0,"yoplait",0,0,0,1
4,49,1,0,8.1,0,"dannon",1,0,0,0
4,49,2,1,6.1000001,0,"hiland",0,1,0,0
4,49,3,0,7.9000004,0,"weight",0,0,1,0
4,49,4,0,11,0,"yoplait",0,0,0,1
4,50,1,0,8.1,0,"dannon",1,0,0,0
4,50,2,1,4.8999999,0,"hiland",0,1,0,0
4,50,3,0,7.9000004,0,"weight",0,0,1,0
4,50,4,0,10.3,0,"yoplait",0,0,0,1
4,51,1,1,8.6000003,0,"dannon",1,0,0,0
4,51,2,0,5.0000001,0,"hiland",0,1,0,0
4,51,3,0,7.9000004,0,"weight",0,0,1,0
4,51,4,0,10.8,0,"yoplait",0,0,0,1
4,52,1,1,8.6000003,0,"dannon",1,0,0,0
4,52,2,0,6.1000001,1,"hiland",0,1,0,0
4,52,3,0,7.9000004,0,"weight",0,0,1,0
4,52,4,0,11.2,0,"yoplait",0,0,0,1
4,53,1,0,8.6000003,0,"dannon",1,0,0,0
4,53,2,0,5.4000001,0,"hiland",0,1,0,0
4,53,3,0,7.9000004,0,"weight",0,0,1,0
4,53,4,1,2.5,0,"yoplait",0,0,0,1
4,54,1,0,8.6000003,0,"dannon",1,0,0,0
4,54,2,0,2.5,1,"hiland",0,1,0,0
4,54,3,0,7.9000004,0,"weight",0,0,1,0
4,54,4,1,5.7999998,0,"yoplait",0,0,0,1
4,55,1,0,8.6000003,0,"dannon",1,0,0,0
4,55,2,0,2.5,1,"hiland",0,1,0,0
4,55,3,0,7.9000004,0,"weight",0,0,1,0
4,55,4,1,5.7999998,0,"yoplait",0,0,0,1
4,56,1,0,8.6000003,0,"dannon",1,0,0,0
4,56,2,0,6.1000001,0,"hiland",0,1,0,0
4,56,3,1,6.3000001,1,"weight",0,0,1,0
4,56,4,0,11.5,0,"yoplait",0,0,0,1
4,57,1,1,1.8999999,0,"dannon",1,0,0,0
4,57,2,0,5.4000001,0,"hiland",0,1,0,0
4,57,3,0,7.9000004,0,"weight",0,0,1,0
4,57,4,0,11,0,"yoplait",0,0,0,1
5,58,1,0,9.7999997,0,"dannon",1,0,0,0
5,58,2,0,4.8999999,0,"hiland",0,1,0,0
5,58,3,0,7.9000004,0,"weight",0,0,1,0
5,58,4,1,10.3,0,"yoplait",0,0,0,1
5,59,1,0,9.7999997,0,"dannon",1,0,0,0
5,59,2,0,4.8999999,0,"hiland",0,1,0,0
5,59,3,0,7.9000004,0,"weight",0,0,1,0
5,59,4,1,10.3,0,"yoplait",0,0,0,1
5,60,1,0,9.7999997,0,"dannon",1,0,0,0
5,60,2,0,4.8999999,0,"hiland",0,1,0,0
5,60,3,0,7.9000004,0,"weight",0,0,1,0
5,60,4,1,10.3,0,"yoplait",0,0,0,1
5,61,1,1,8.6000003,0,"dannon",1,0,0,0
5,61,2,0,5.4000001,0,"hiland",0,1,0,0
5,61,3,0,7.9000004,0,"weight",0,0,1,0
5,61,4,0,10.8,0,"yoplait",0,0,0,1
5,62,1,1,8.6000003,0,"dannon",1,0,0,0
5,62,2,0,5.4000001,0,"hiland",0,1,0,0
5,62,3,0,7.9000004,0,"weight",0,0,1,0
5,62,4,0,10.8,0,"yoplait",0,0,0,1
5,63,1,1,8.6000003,0,"dannon",1,0,0,0
5,63,2,0,5.4000001,0,"hiland",0,1,0,0
5,63,3,0,7.9000004,0,"weight",0,0,1,0
5,63,4,0,10.8,0,"yoplait",0,0,0,1
5,64,1,0,8.6000003,0,"dannon",1,0,0,0
5,64,2,0,5.4000001,0,"hiland",0,1,0,0
5,64,3,0,7.9000004,0,"weight",0,0,1,0
5,64,4,1,10.8,0,"yoplait",0,0,0,1
5,65,1,0,8.6000003,0,"dannon",1,0,0,0
5,65,2,0,5.4000001,0,"hiland",0,1,0,0
5,65,3,0,7.9000004,0,"weight",0,0,1,0
5,65,4,1,10.8,0,"yoplait",0,0,0,1
5,66,1,1,8.6000003,0,"dannon",1,0,0,0
5,66,2,0,5.4000001,0,"hiland",0,1,0,0
5,66,3,0,7.9000004,0,"weight",0,0,1,0
5,66,4,0,10.8,0,"yoplait",0,0,0,1
5,67,1,1,8.6000003,0,"dannon",1,0,0,0
5,67,2,0,5.4000001,0,"hiland",0,1,0,0
5,67,3,0,7.9000004,0,"weight",0,0,1,0
5,67,4,0,10.8,0,"yoplait",0,0,0,1
5,68,1,1,8.6000003,0,"dannon",1,0,0,0
5,68,2,0,2.5,0,"hiland",0,1,0,0
5,68,3,0,7.9000004,0,"weight",0,0,1,0
5,68,4,0,10.8,0,"yoplait",0,0,0,1
5,69,1,1,8.6000003,0,"dannon",1,0,0,0
5,69,2,0,2.5,0,"hiland",0,1,0,0
5,69,3,0,7.9000004,0,"weight",0,0,1,0
5,69,4,0,10.8,0,"yoplait",0,0,0,1
5,70,1,1,8.6000003,0,"dannon",1,0,0,0
5,70,2,0,5.0000001,0,"hiland",0,1,0,0
5,70,3,0,8.6000003,0,"weight",0,0,1,0
5,70,4,0,12.2,0,"yoplait",0,0,0,1
5,71,1,0,8.6000003,0,"dannon",1,0,0,0
5,71,2,0,5.0000001,0,"hiland",0,1,0,0
5,71,3,0,8.6000003,0,"weight",0,0,1,0
5,71,4,1,12.5,0,"yoplait",0,0,0,1
6,72,1,0,8.6000003,0,"dannon",1,0,0,0
6,72,2,0,6.1000001,0,"hiland",0,1,0,0
6,72,3,1,7.4000001,1,"weight",0,0,1,0
6,72,4,0,11.5,0,"yoplait",0,0,0,1
6,73,1,0,8.6000003,0,"dannon",1,0,0,0
6,73,2,0,6.1000001,0,"hiland",0,1,0,0
6,73,3,1,7.4000001,1,"weight",0,0,1,0
6,73,4,0,11.5,0,"yoplait",0,0,0,1
6,74,1,0,6.8999998,0,"dannon",1,0,0,0
6,74,2,0,6.1000001,0,"hiland",0,1,0,0
6,74,3,1,8.6000003,0,"weight",0,0,1,0
6,74,4,0,10.8,0,"yoplait",0,0,0,1
6,75,1,0,6.8999998,0,"dannon",1,0,0,0
6,75,2,0,6.1000001,0,"hiland",0,1,0,0
6,75,3,1,8.6000003,0,"weight",0,0,1,0
6,75,4,0,10.8,0,"yoplait",0,0,0,1
6,76,1,0,5.0999999,0,"dannon",1,0,0,0
6,76,2,0,6.6,0,"hiland",0,1,0,0
6,76,3,1,8.6000003,0,"weight",0,0,1,0
6,76,4,0,11.5,0,"yoplait",0,0,0,1
6,77,1,0,5.0999999,0,"dannon",1,0,0,0
6,77,2,0,6.6,0,"hiland",0,1,0,0
6,77,3,1,8.6000003,0,"weight",0,0,1,0
6,77,4,0,11.5,0,"yoplait",0,0,0,1
6,78,1,0,8.1,0,"dannon",1,0,0,0
6,78,2,0,6.6,0,"hiland",0,1,0,0
6,78,3,1,8.1,0,"weight",0,0,1,0
6,78,4,0,11.5,0,"yoplait",0,0,0,1
6,79,1,0,8.1,0,"dannon",1,0,0,0
6,79,2,0,6.6,0,"hiland",0,1,0,0
6,79,3,1,8.1,0,"weight",0,0,1,0
6,79,4,0,11.5,0,"yoplait",0,0,0,1
6,80,1,0,8.1,0,"dannon",1,0,0,0
6,80,2,0,6.1000001,0,"hiland",0,1,0,0
6,80,3,1,8.1,0,"weight",0,0,1,0
6,80,4,0,11.5,0,"yoplait",0,0,0,1
6,81,1,0,8.1,0,"dannon",1,0,0,0
6,81,2,0,6.1000001,0,"hiland",0,1,0,0
6,81,3,1,8.1,0,"weight",0,0,1,0
6,81,4,0,11.5,0,"yoplait",0,0,0,1
6,82,1,0,8.1,0,"dannon",1,0,0,0
6,82,2,0,6.1000001,0,"hiland",0,1,0,0
6,82,3,0,8.1,0,"weight",0,0,1,0
6,82,4,1,11.2,0,"yoplait",0,0,0,1
6,83,1,0,8.1,0,"dannon",1,0,0,0
6,83,2,0,6.1000001,0,"hiland",0,1,0,0
6,83,3,0,8.1,0,"weight",0,0,1,0
6,83,4,1,11.2,0,"yoplait",0,0,0,1
6,84,1,0,8.6000003,0,"dannon",1,0,0,0
6,84,2,0,6.1000001,0,"hiland",0,1,0,0
6,84,3,0,8.6000003,0,"weight",0,0,1,0
6,84,4,1,12.2,0,"yoplait",0,0,0,1
6,85,1,0,8.6000003,0,"dannon",1,0,0,0
6,85,2,0,6.1000001,0,"hiland",0,1,0,0
6,85,3,0,8.6000003,0,"weight",0,0,1,0
6,85,4,1,12.2,0,"yoplait",0,0,0,1
6,86,1,0,8.6000003,0,"dannon",1,0,0,0
6,86,2,0,6.1000001,0,"hiland",0,1,0,0
6,86,3,0,8.6000003,0,"weight",0,0,1,0
6,86,4,1,12.2,0,"yoplait",0,0,0,1
6,87,1,0,8.6000003,0,"dannon",1,0,0,0
6,87,2,0,6.1000001,0,"hiland",0,1,0,0
6,87,3,0,8.6000003,0,"weight",0,0,1,0
6,87,4,1,12.2,0,"yoplait",0,0,0,1
6,88,1,0,8.6000003,0,"dannon",1,0,0,0
6,88,2,0,6.1000001,0,"hiland",0,1,0,0
6,88,3,0,8.6000003,0,"weight",0,0,1,0
6,88,4,1,12.2,0,"yoplait",0,0,0,1
6,89,1,0,8.6000003,0,"dannon",1,0,0,0
6,89,2,0,6.1000001,0,"hiland",0,1,0,0
6,89,3,0,8.6000003,0,"weight",0,0,1,0
6,89,4,1,12.2,0,"yoplait",0,0,0,1
6,90,1,0,8.6000003,0,"dannon",1,0,0,0
6,90,2,0,6.1000001,0,"hiland",0,1,0,0
6,90,3,0,8.6000003,0,"weight",0,0,1,0
6,90,4,1,12.2,0,"yoplait",0,0,0,1
7,91,1,1,7.4000001,0,"dannon",1,0,0,0
7,91,2,0,6.1000001,0,"hiland",0,1,0,0
7,91,3,0,8.1,0,"weight",0,0,1,0
7,91,4,0,11,0,"yoplait",0,0,0,1
7,92,1,1,7.4000001,0,"dannon",1,0,0,0
7,92,2,0,6.1000001,0,"hiland",0,1,0,0
7,92,3,0,8.1,0,"weight",0,0,1,0
7,92,4,0,11,0,"yoplait",0,0,0,1
7,93,1,1,8.1,0,"dannon",1,0,0,0
7,93,2,0,6.6,0,"hiland",0,1,0,0
7,93,3,0,8.1,0,"weight",0,0,1,0
7,93,4,0,10.3,0,"yoplait",0,0,0,1
7,94,1,1,8.1,0,"dannon",1,0,0,0
7,94,2,0,6.6,0,"hiland",0,1,0,0
7,94,3,0,7.9000004,0,"weight",0,0,1,0
7,94,4,0,10.3,0,"yoplait",0,0,0,1
7,95,1,1,8.1,0,"dannon",1,0,0,0
7,95,2,0,6.6,0,"hiland",0,1,0,0
7,95,3,0,7.9000004,0,"weight",0,0,1,0
7,95,4,0,10.3,0,"yoplait",0,0,0,1
7,96,1,1,8.1,0,"dannon",1,0,0,0
7,96,2,0,6.6,0,"hiland",0,1,0,0
7,96,3,0,7.9000004,0,"weight",0,0,1,0
7,96,4,0,10.3,0,"yoplait",0,0,0,1
7,97,1,1,8.1,0,"dannon",1,0,0,0
7,97,2,0,6.6,0,"hiland",0,1,0,0
7,97,3,0,7.9000004,0,"weight",0,0,1,0
7,97,4,0,12.5,0,"yoplait",0,0,0,1
7,98,1,1,8.1,0,"dannon",1,0,0,0
7,98,2,0,6.6,0,"hiland",0,1,0,0
7,98,3,0,7.9000004,0,"weight",0,0,1,0
7,98,4,0,12.5,0,"yoplait",0,0,0,1
7,99,1,0,9.7999997,0,"dannon",1,0,0,0
7,99,2,0,4.8999999,0,"hiland",0,1,0,0
7,99,3,0,7.9000004,0,"weight",0,0,1,0
7,99,4,1,2,0,"yoplait",0,0,0,1
7,100,1,1,8.1,0,"dannon",1,0,0,0
7,100,2,0,4.8999999,0,"hiland",0,1,0,0
7,100,3,0,7.9000004,0,"weight",0,0,1,0
7,100,4,0,10.3,0,"yoplait",0,0,0,1
7,101,1,1,6.1000001,1,"dannon",1,0,0,0
7,101,2,0,4.8999999,0,"hiland",0,1,0,0
7,101,3,0,7.9000004,0,"weight",0,0,1,0
7,101,4,0,10.3,0,"yoplait",0,0,0,1
7,102,1,0,8.1,0,"dannon",1,0,0,0
7,102,2,0,5.0000001,0,"hiland",0,1,0,0
7,102,3,0,7.9000004,0,"weight",0,0,1,0
7,102,4,1,10.8,0,"yoplait",0,0,0,1
7,103,1,0,8.1,0,"dannon",1,0,0,0
7,103,2,0,5.0000001,0,"hiland",0,1,0,0
7,103,3,0,7.9000004,0,"weight",0,0,1,0
7,103,4,1,10.8,0,"yoplait",0,0,0,1
7,104,1,1,8.1,0,"dannon",1,0,0,0
7,104,2,0,5.0000001,0,"hiland",0,1,0,0
7,104,3,0,7.9000004,0,"weight",0,0,1,0
7,104,4,0,10.8,0,"yoplait",0,0,0,1
7,105,1,1,8.1,0,"dannon",1,0,0,0
7,105,2,0,5.0000001,0,"hiland",0,1,0,0
7,105,3,0,7.9000004,0,"weight",0,0,1,0
7,105,4,0,10.8,0,"yoplait",0,0,0,1
7,106,1,1,8.1,0,"dannon",1,0,0,0
7,106,2,0,5.0000001,0,"hiland",0,1,0,0
7,106,3,0,7.9000004,0,"weight",0,0,1,0
7,106,4,0,10.8,0,"yoplait",0,0,0,1
7,107,1,0,8.1,0,"dannon",1,0,0,0
7,107,2,0,5.0000001,0,"hiland",0,1,0,0
7,107,3,0,7.9000004,0,"weight",0,0,1,0
7,107,4,1,10.8,0,"yoplait",0,0,0,1
7,108,1,1,8.1,0,"dannon",1,0,0,0
7,108,2,0,4.3000001,0,"hiland",0,1,0,0
7,108,3,0,7.9000004,0,"weight",0,0,1,0
7,108,4,0,11.5,0,"yoplait",0,0,0,1
7,109,1,1,6.3000001,0,"dannon",1,0,0,0
7,109,2,0,5.0000001,0,"hiland",0,1,0,0
7,109,3,0,7.9000004,0,"weight",0,0,1,0
7,109,4,0,10.8,0,"yoplait",0,0,0,1
7,110,1,0,5.0999999,0,"dannon",1,0,0,0
7,110,2,0,5.0000001,0,"hiland",0,1,0,0
7,110,3,0,7.9000004,0,"weight",0,0,1,0
7,110,4,1,10.8,0,"yoplait",0,0,0,1
7,111,1,0,4.6999998,0,"dannon",1,0,0,0
7,111,2,0,5.0000001,0,"hiland",0,1,0,0
7,111,3,0,7.9000004,0,"weight",0,0,1,0
7,111,4,1,10.8,0,"yoplait",0,0,0,1
8,112,1,1,7.4000001,0,"dannon",1,0,0,0
8,112,2,0,6.1000001,0,"hiland",0,1,0,0
8,112,3,0,8.1,0,"weight",0,0,1,0
8,112,4,0,10.3,0,"yoplait",0,0,0,1
8,113,1,1,7.4000001,0,"dannon",1,0,0,0
8,113,2,0,6.1000001,0,"hiland",0,1,0,0
8,113,3,0,8.1,0,"weight",0,0,1,0
8,113,4,0,10.3,0,"yoplait",0,0,0,1
8,114,1,1,7.4000001,0,"dannon",1,0,0,0
8,114,2,0,6.1000001,0,"hiland",0,1,0,0
8,114,3,0,8.1,0,"weight",0,0,1,0
8,114,4,0,10.3,0,"yoplait",0,0,0,1
8,115,1,1,7.4000001,0,"dannon",1,0,0,0
8,115,2,0,6.1000001,0,"hiland",0,1,0,0
8,115,3,0,8.1,0,"weight",0,0,1,0
8,115,4,0,10.3,0,"yoplait",0,0,0,1
8,116,1,1,8.1,0,"dannon",1,0,0,0
8,116,2,0,6.6,0,"hiland",0,1,0,0
8,116,3,0,7.9000004,0,"weight",0,0,1,0
8,116,4,0,12.5,0,"yoplait",0,0,0,1
8,117,1,1,8.1,0,"dannon",1,0,0,0
8,117,2,0,6.6,0,"hiland",0,1,0,0
8,117,3,0,7.9000004,0,"weight",0,0,1,0
8,117,4,0,12.5,0,"yoplait",0,0,0,1
8,118,1,1,8.1,0,"dannon",1,0,0,0
8,118,2,0,4.8999999,0,"hiland",0,1,0,0
8,118,3,0,7.9000004,0,"weight",0,0,1,0
8,118,4,0,10.3,0,"yoplait",0,0,0,1
8,119,1,1,8.1,0,"dannon",1,0,0,0
8,119,2,0,4.8999999,0,"hiland",0,1,0,0
8,119,3,0,7.9000004,0,"weight",0,0,1,0
8,119,4,0,10.3,0,"yoplait",0,0,0,1
8,120,1,1,8.1,0,"dannon",1,0,0,0
8,120,2,0,4.8999999,0,"hiland",0,1,0,0
8,120,3,0,7.9000004,0,"weight",0,0,1,0
8,120,4,0,10.3,0,"yoplait",0,0,0,1
8,121,1,1,8.1,0,"dannon",1,0,0,0
8,121,2,0,4.8999999,0,"hiland",0,1,0,0
8,121,3,0,7.9000004,0,"weight",0,0,1,0
8,121,4,0,10.3,0,"yoplait",0,0,0,1
8,122,1,1,8.1,0,"dannon",1,0,0,0
8,122,2,0,4.8999999,0,"hiland",0,1,0,0
8,122,3,0,7.9000004,0,"weight",0,0,1,0
8,122,4,0,12.5,0,"yoplait",0,0,0,1
8,123,1,1,8.1,0,"dannon",1,0,0,0
8,123,2,0,5.0000001,0,"hiland",0,1,0,0
8,123,3,0,7.9000004,0,"weight",0,0,1,0
8,123,4,0,10.8,0,"yoplait",0,0,0,1
8,124,1,1,8.1,0,"dannon",1,0,0,0
8,124,2,0,4.8999999,0,"hiland",0,1,0,0
8,124,3,0,7.9000004,0,"weight",0,0,1,0
