id,feat.yoplait,feat.dannon,feat.hiland,feat.weight,price.yoplait,price.dannon,price.hiland,price.weight,choice
7,0,0,0,0,11.5,8.1,4.3000001,7.9000004,dannon
7,0,0,0,0,10.8,6.3000001,5.0000001,7.9000004,dannon
7,0,0,0,0,10.8,5.099999899999999,5.0000001,7.9000004,yoplait
7,0,0,0,0,10.8,4.6999998000000005,5.0000001,7.9000004,yoplait
8,0,0,0,0,10.299999999999999,7.4000001,6.1000001,8.1,dannon
8,0,0,0,0,10.299999999999999,7.4000001,6.1000001,8.1,dannon
8,0,0,0,0,10.299999999999999,7.4000001,6.1000001,8.1,dannon
8,0,0,0,0,10.299999999999999,7.4000001,6.1000001,8.1,dannon
8,0,0,0,0,12.5,8.1,6.6000000000000005,7.9000004,dannon
8,0,0,0,0,12.5,8.1,6.6000000000000005,7.9000004,dannon
8,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
8,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
8,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
8,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
8,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon
8,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon
8,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
8,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
8,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
8,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
8,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
8,0,1,0,0,10.299999999999999,6.1000001,4.8999999,7.9000004,dannon
8,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon
8,0,0,0,0,12.2,8.600000300000001,5.0000001,8.600000300000001,dannon
8,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
8,0,0,0,1,5.5,8.600000300000001,5.0000001,6.899999800000001,dannon
8,0,0,0,1,5.5,8.600000300000001,5.0000001,6.899999800000001,dannon
8,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
8,0,0,0,0,8.799999999999999,6.3000001,6.1000001,6.3000001,dannon
9,0,0,0,0,11.5,8.1,6.1000001,8.1,weight
9,0,0,0,0,11.5,8.1,6.1000001,8.1,weight
9,0,0,0,0,11.5,8.1,6.1000001,8.1,weight
9,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
9,0,0,0,0,10.8,8.1,6.1000001,8.1,weight
9,0,0,0,0,10.8,8.1,6.1000001,8.1,weight
9,0,0,0,0,11.5,8.1,6.1000001,8.1,weight
9,0,0,0,0,11.5,8.1,4.8999999,7.9000004,yoplait
9,0,0,0,0,10.8,8.1,6.1000001,8.1,weight
9,0,0,0,0,11.5,8.1,4.8999999,7.9000004,yoplait
9,0,0,0,0,11.5,8.1,4.8999999,7.9000004,yoplait
9,0,0,0,0,10.8,8.600000300000001,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,10.8,8.6999997,6.8000004,9.3999997,yoplait
9,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
9,0,0,0,0,2.1999999999999997,8.1,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,12.2,8.600000300000001,6.1000001,9.099999799999999,yoplait
9,0,0,0,0,12.2,8.600000300000001,6.1000001,9.099999799999999,yoplait
9,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,dannon
9,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,12.2,8.1,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,12.2,8.1,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
9,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
10,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
10,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
10,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
10,0,1,0,0,10.299999999999999,6.1000001,4.8999999,7.9000004,dannon
10,0,1,0,0,10.299999999999999,6.1000001,4.8999999,7.9000004,dannon
10,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,dannon
10,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
10,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
10,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
10,0,1,0,0,5.7,6.3000001,5.4000001,8.1,dannon
10,0,0,0,1,11.5,4.1000001,6.1000001,6.3000001,dannon
10,0,0,1,0,11.5,6.3000001,6.1000001,7.9000004,dannon
10,0,0,0,0,11.5,6.3000001,6.1000001,6.3000001,dannon
10,0,0,0,0,11.5,6.3000001,6.1000001,6.3000001,dannon
11,0,0,0,0,11,8.600000300000001,4.3999999999999995,8.1,dannon
11,0,0,0,0,11,8.600000300000001,4.3999999999999995,8.1,dannon
11,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
11,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
11,0,0,0,0,11,8.600000300000001,6.1000001,8.1,weight
11,0,0,0,0,11,8.600000300000001,6.1000001,8.1,dannon
11,0,0,1,0,11,8.600000300000001,3.0999999000000003,8.1,hiland
11,0,0,1,0,11,8.600000300000001,3.0999999000000003,8.1,hiland
11,0,0,0,0,11,8.600000300000001,2.8999999,6.1000001,dannon
11,0,0,0,0,11,8.600000300000001,2.8999999,6.1000001,dannon
12,0,0,0,0,10.299999999999999,8.1,6.4000003,8.1,dannon
12,0,0,0,0,11.600000000000001,8.1,5.0000001,7.9999998,dannon
12,0,0,0,0,10.8,8.1,6.1000001,7.9000004,dannon
12,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon
12,0,0,0,0,10.8,8.1,5.0000001,8.1,dannon
12,0,0,0,0,10.8,8.1,5.0000001,8.1,dannon
12,0,0,0,0,10.9,8.1,5.0000001,8.500000100000001,dannon
12,0,0,0,0,10.8,8.1,5.0000001,8.1,dannon
12,0,0,0,0,10.8,8.1,5.0000001,8.1,dannon
13,0,0,0,0,10.299999999999999,7.4000001,6.1000001,8.1,dannon
13,0,0,0,0,10.299999999999999,8.1,6.4000003,8.1,dannon
13,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
13,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
13,0,0,0,0,3.6999999999999997,8.1,4.8999999,7.9000004,yoplait
13,0,0,0,0,9.7999997,8.1,4.8999999,7.9000004,yoplait
13,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,yoplait
13,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,yoplait
13,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,yoplait
13,0,0,0,0,11.5,8.1,4.8999999,7.9000004,dannon
14,0,0,0,0,0.80000004,9.2,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,9.2,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,6.3000001,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,6.3000001,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,6.3000001,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,8.600000300000001,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,8.600000300000001,5.0000001,7.9000004,yoplait
14,0,0,0,0,10.8,4.1999999,5.0000001,7.9000004,yoplait
15,0,0,0,0,12.5,7.4000001,6.1000001,8.1,weight
15,0,0,0,0,12.5,7.4000001,6.1000001,8.1,weight
15,0,0,0,0,10.299999999999999,7.4000001,6.1000001,8.1,weight
15,0,0,0,0,10.299999999999999,7.4000001,6.1000001,8.1,weight
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,dannon
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,dannon
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,dannon
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,6.6000000000000005,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,9.7999997,4.8999999,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,6.1999999,9.7999997,4.8999999,7.9000004,yoplait
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,1,0,0,10.299999999999999,6.1000001,4.8999999,7.9000004,weight
15,0,1,0,0,10.299999999999999,6.1000001,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,6.6000000000000005,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,6.8000004,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,6.6000000000000005,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,19.3,9.2,5.0000001,7.9000004,weight
15,0,0,0,0,19.3,9.2,5.0000001,7.9000004,weight
15,0,0,0,0,10.8,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,dannon
15,0,0,1,0,11.5,8.1,3.3000000000000003,7.9000004,weight
15,0,0,1,0,11.5,8.1,3.3000000000000003,7.9000004,weight
15,0,0,1,0,11.5,8.1,3.3000000000000003,7.9000004,weight
15,0,0,0,0,11.5,8.1,3.6999999999999997,7.9000004,yoplait
15,0,0,0,0,11.5,8.1,3.6999999999999997,7.9000004,yoplait
15,0,0,0,0,11,8.1,3.5999998,7.9000004,weight
15,0,0,0,0,11.5,8.2999997,4.3000001,7.9000004,weight
15,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,weight
15,1,0,0,0,9.099999799999999,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,11.5,8.600000300000001,5.4000001,7.9000004,weight
15,1,0,0,0,8.6999997,8.600000300000001,5.4000001,7.9000004,weight
15,1,0,0,0,8.6999997,8.600000300000001,5.4000001,7.9000004,weight
15,1,0,0,0,8.6999997,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.7,9.0000004,5.8999999999999995,7.9000004,weight
15,0,0,0,0,10.7,9.0000004,5.8999999999999995,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,1,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,weight
15,1,0,0,0,10.8,8.600000300000001,2.5,7.9000004,yoplait
15,0,0,1,0,10.8,8.600000300000001,2.5,7.9000004,yoplait
15,0,0,1,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,1,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,0,0,10.8,8.600000300000001,4.3000001,7.9000004,yoplait
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,0,0,10.8,8.600000300000001,4.3000001,7.9000004,yoplait
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,0,0,10.8,8.600000300000001,2.5,7.9000004,yoplait
15,0,0,0,0,10.8,8.600000300000001,2.5,7.9000004,yoplait
15,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
15,1,0,0,0,2.5,8.600000300000001,5.4000001,7.9000004,yoplait
15,1,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
15,1,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,0,0,12.2,8.600000300000001,5.4000001,7.9000004,weight
15,0,0,0,0,12.2,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,0,0,12.2,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,0,0,12.2,8.600000300000001,5.4000001,7.9000004,weight
15,1,0,0,0,12.2,8.600000300000001,5.4000001,8.600000300000001,yoplait
15,0,0,0,0,12.2,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,0,0,0,12.2,8.600000300000001,5.4000001,7.9000004,yoplait
15,0,1,0,0,12.2,6.3000001,5.4000001,8.600000300000001,weight
15,0,1,0,0,12.2,6.3000001,5.4000001,8.600000300000001,weight
15,0,0,0,0,12.2,6.6000000000000005,5.4000001,8.600000300000001,yoplait
15,0,0,0,0,12.2,6.6000000000000005,5.4000001,8.600000300000001,weight
15,0,0,0,0,12.2,8.600000300000001,6.1000001,9.099999799999999,weight
15,0,0,0,1,12.2,8.600000300000001,5.6000002,6.3000001,yoplait
15,0,0,0,1,11.799999999999999,8.600000300000001,5.6000002,8.600000300000001,weight
15,0,0,0,1,12.2,8.600000300000001,5.6000002,6.3000001,yoplait
