id,obsnum,choice,hev,phev10,phev20,phev40,bev75,bev100,bev150,phevFastcharge,bevFastcharge,price,opCost,accelTime,american,japanese,chinese,skorean,weights
1,15,0,0,1,0,0,0,0,0,0,0,26.688,15.32,13,0,0,1,0,0.2
2,16,0,1,0,0,0,0,0,0,0,0,14.129,12.31,13,0,0,0,1,0.2
2,16,0,0,0,0,0,0,0,1,0,0,39.246,10.55,11,0,0,0,0,0.2
2,16,1,0,1,0,0,0,0,0,1,0,20.408,8.54,15,0,0,1,0,0.2
2,17,0,0,0,0,0,0,1,0,0,1,9.419,10.55,15,0,0,0,0,0.2
2,17,0,0,0,1,0,0,0,0,1,0,39.246,15.32,15,0,1,0,0,0.2
2,17,1,0,0,0,1,0,0,0,1,0,26.688,8.54,15,1,0,0,0,0.2
2,18,0,1,0,0,0,0,0,0,0,0,39.246,8.54,11,1,0,0,0,0.2
2,18,0,0,0,0,1,0,0,0,1,0,9.419,8.54,15,0,0,0,1,0.2
2,18,1,0,0,0,0,1,0,0,0,1,20.408,10.55,9,0,0,1,0,0.2
2,19,0,0,0,0,0,0,0,1,0,1,14.129,8.54,13,0,0,1,0,0.2
2,19,1,0,0,0,0,0,0,0,0,0,20.408,12.31,15,0,0,0,0,0.2
2,19,0,0,0,0,0,0,0,1,0,0,39.246,15.32,15,0,0,1,0,0.2
2,20,1,0,0,0,0,0,0,0,0,0,20.408,8.54,15,0,0,1,0,0.2
2,20,0,0,1,0,0,0,0,0,0,0,20.408,12.31,15,0,1,0,0,0.2
2,20,0,0,0,0,0,1,0,0,0,1,9.419,15.32,13,1,0,0,0,0.2
2,21,0,1,0,0,0,0,0,0,0,0,9.419,8.54,9,0,1,0,0,0.2
2,21,1,1,0,0,0,0,0,0,0,0,20.408,10.55,9,1,0,0,0,0.2
2,21,0,0,0,0,0,0,0,0,0,0,20.408,10.55,11,0,1,0,0,0.2
2,22,0,0,1,0,0,0,0,0,1,0,26.688,15.32,13,0,0,0,0,0.2
2,22,0,0,0,0,0,1,0,0,0,1,39.246,10.55,11,1,0,0,0,0.2
2,22,1,0,0,0,0,0,0,0,0,0,26.688,10.55,13,0,0,1,0,0.2
2,23,1,1,0,0,0,0,0,0,0,0,26.688,8.54,13,0,1,0,0,0.2
2,23,0,0,0,0,0,1,0,0,0,0,39.246,12.31,11,0,0,0,1,0.2
2,23,0,0,0,0,1,0,0,0,0,0,39.246,8.54,15,1,0,0,0,0.2
2,24,0,0,0,0,0,1,0,0,0,0,20.408,12.31,13,0,0,1,0,0.2
2,24,1,0,0,1,0,0,0,0,0,0,9.419,8.54,9,0,0,0,1,0.2
2,24,0,1,0,0,0,0,0,0,0,0,14.129,15.32,9,0,0,1,0,0.2
2,25,0,1,0,0,0,0,0,0,0,0,14.129,8.54,9,0,1,0,0,0.2
2,25,1,1,0,0,0,0,0,0,0,0,20.408,12.31,9,0,0,0,0,0.2
2,25,0,1,0,0,0,0,0,0,0,0,39.246,8.54,9,0,0,0,1,0.2
2,26,0,0,0,0,0,0,0,0,0,0,39.246,15.32,9,0,0,1,0,0.2
2,26,1,0,0,0,0,1,0,0,0,1,14.129,15.32,9,0,0,1,0,0.2
2,26,0,0,1,0,0,0,0,0,1,0,26.688,12.31,13,0,0,0,0,0.2
2,27,0,0,0,0,1,0,0,0,1,0,14.129,12.31,13,0,0,1,0,0.2
2,27,1,0,0,0,0,0,0,1,0,1,20.408,8.54,13,1,0,0,0,0.2
2,27,0,0,0,1,0,0,0,0,0,0,9.419,8.54,13,0,0,0,1,0.2
2,28,1,0,0,0,1,0,0,0,1,0,20.408,15.32,11,0,0,0,0,0.2
2,28,0,0,0,0,0,0,0,0,0,0,26.688,12.31,9,0,0,0,0,0.2
2,28,0,0,0,0,0,0,0,1,0,0,20.408,12.31,15,0,1,0,0,0.2
2,29,0,0,0,0,0,1,0,0,0,0,26.688,10.55,13,0,0,0,0,0.2
2,29,1,1,0,0,0,0,0,0,0,0,26.688,10.55,9,0,0,0,0,0.2
2,29,0,1,0,0,0,0,0,0,0,0,26.688,15.32,15,0,0,0,0,0.2
2,30,0,0,0,0,0,0,0,1,0,0,9.419,10.55,15,0,0,0,1,0.2
2,30,1,0,0,1,0,0,0,0,1,0,14.129,8.54,11,0,1,0,0,0.2
2,30,0,0,0,1,0,0,0,0,1,0,20.408,12.31,11,0,0,0,1,0.2
3,31,0,0,0,0,0,0,0,1,0,0,14.129,15.32,13,1,0,0,0,0.2
3,31,1,0,1,0,0,0,0,0,1,0,14.129,10.55,9,1,0,0,0,0.2
3,31,0,0,0,1,0,0,0,0,0,0,9.419,10.55,11,0,0,1,0,0.2
3,32,0,0,1,0,0,0,0,0,1,0,39.246,12.31,13,0,1,0,0,0.2
3,32,1,0,0,0,0,0,1,0,0,0,20.408,8.54,11,0,1,0,0,0.2
3,32,0,0,1,0,0,0,0,0,1,0,20.408,12.31,11,0,0,0,1,0.2
3,33,0,0,0,0,0,0,0,0,0,0,20.408,10.55,9,0,0,0,1,0.2
3,33,0,1,0,0,0,0,0,0,0,0,26.688,15.32,15,0,0,0,1,0.2
3,33,1,0,0,0,0,0,0,1,0,0,14.129,10.55,15,0,0,0,0,0.2
3,34,1,0,0,0,0,0,0,0,0,0,9.419,8.54,9,0,0,0,1,0.2
3,34,0,0,1,0,0,0,0,0,1,0,20.408,10.55,9,0,0,0,1,0.2
3,34,0,0,0,0,0,0,1,0,0,1,9.419,10.55,11,0,1,0,0,0.2
3,35,1,0,0,0,0,1,0,0,0,0,26.688,8.54,11,0,0,0,0,0.2
3,35,0,0,0,0,0,0,0,1,0,0,9.419,15.32,13,0,0,0,1,0.2
3,35,0,0,0,1,0,0,0,0,1,0,26.688,10.55,11,1,0,0,0,0.2
3,36,0,0,0,0,0,0,0,0,0,0,39.246,10.55,15,1,0,0,0,0.2
3,36,1,0,0,0,0,0,0,0,0,0,9.419,15.32,11,0,0,1,0,0.2
3,36,0,0,0,0,1,0,0,0,1,0,14.129,10.55,11,0,0,1,0,0.2
3,37,0,0,0,1,0,0,0,0,0,0,39.246,8.54,9,0,1,0,0,0.2
3,37,0,0,0,0,0,0,0,0,0,0,26.688,15.32,15,0,0,0,0,0.2
3,37,1,1,0,0,0,0,0,0,0,0,20.408,12.31,9,0,1,0,0,0.2
3,38,0,0,0,0,0,0,1,0,0,0,9.419,8.54,13,0,0,0,1,0.2
3,38,1,0,0,0,0,0,0,0,0,0,9.419,8.54,11,0,0,1,0,0.2
3,38,0,0,0,1,0,0,0,0,0,0,9.419,10.55,11,0,0,1,0,0.2
3,39,0,0,0,0,0,0,0,1,0,1,39.246,15.32,13,0,0,0,0,0.2
3,39,0,0,0,0,0,0,1,0,0,1,14.129,8.54,9,1,0,0,0,0.2
3,39,1,0,0,1,0,0,0,0,0,0,9.419,8.54,9,0,1,0,0,0.2
3,40,0,0,0,0,0,0,0,0,0,0,39.246,12.31,13,0,0,0,1,0.2
3,40,1,0,0,0,0,1,0,0,0,1,26.688,10.55,13,1,0,0,0,0.2
3,40,0,0,1,0,0,0,0,0,0,0,39.246,15.32,15,0,1,0,0,0.2
3,41,0,0,0,0,0,0,0,0,0,0,26.688,8.54,15,0,0,0,0,0.2
3,41,0,0,0,1,0,0,0,0,1,0,26.688,10.55,13,1,0,0,0,0.2
3,41,1,0,0,0,0,0,0,0,0,0,20.408,8.54,15,0,0,1,0,0.2
3,42,0,0,0,0,0,0,0,0,0,0,14.129,15.32,15,0,1,0,0,0.2
3,42,1,0,0,0,0,1,0,0,0,0,14.129,10.55,13,0,0,1,0,0.2
3,42,0,0,1,0,0,0,0,0,0,0,20.408,15.32,15,0,1,0,0,0.2
3,43,0,0,0,0,0,0,0,0,0,0,39.246,10.55,9,0,0,0,1,0.2
3,43,0,0,0,1,0,0,0,0,0,0,26.688,15.32,13,0,0,1,0,0.2
3,43,1,0,0,0,0,0,0,1,0,0,14.129,8.54,9,0,0,0,1,0.2
3,44,0,0,0,0,1,0,0,0,1,0,26.688,10.55,9,1,0,0,0,0.2
3,44,1,0,0,0,1,0,0,0,1,0,14.129,10.55,15,0,0,1,0,0.2
3,44,0,0,0,0,0,0,1,0,0,0,14.129,15.32,9,1,0,0,0,0.2
3,45,0,0,0,0,0,0,0,0,0,0,39.246,12.31,13,0,1,0,0,0.2
3,45,0,0,1,0,0,0,0,0,1,0,39.246,10.55,11,0,1,0,0,0.2
3,45,1,0,0,0,0,0,1,0,0,1,26.688,8.54,9,0,0,0,0,0.2
4,46,1,0,0,0,0,1,0,0,0,1,9.419,15.32,9,0,0,0,1,0.2
4,46,0,1,0,0,0,0,0,0,0,0,9.419,10.55,11,0,0,1,0,0.2
4,46,0,1,0,0,0,0,0,0,0,0,39.246,10.55,13,0,0,1,0,0.2
4,47,0,0,1,0,0,0,0,0,1,0,20.408,8.54,15,0,1,0,0,0.2
4,47,1,0,0,0,0,0,1,0,0,0,14.129,10.55,13,0,0,0,0,0.2
4,47,0,0,0,0,1,0,0,0,1,0,9.419,12.31,9,1,0,0,0,0.2
4,48,0,0,0,0,0,0,0,1,0,0,20.408,8.54,13,0,0,0,1,0.2
4,48,1,0,0,0,1,0,0,0,0,0,9.419,8.54,11,0,0,0,1,0.2
4,48,0,0,0,0,0,0,0,0,0,0,26.688,12.31,15,0,0,0,1,0.2
4,49,1,0,0,0,1,0,0,0,1,0,14.129,10.55,9,0,0,0,0,0.2
4,49,0,0,0,0,0,0,0,0,0,0,20.408,10.55,9,0,0,0,0,0.2
4,49,0,0,0,0,0,0,1,0,0,1,14.129,10.55,9,0,0,1,0,0.2
4,50,0,0,0,0,0,0,0,0,0,0,39.246,8.54,9,0,0,0,0,0.2
4,50,1,1,0,0,0,0,0,0,0,0,9.419,10.55,13,0,0,1,0,0.2
4,50,0,0,1,0,0,0,0,0,1,0,20.408,12.31,15,0,0,0,1,0.2
4,51,1,0,0,0,1,0,0,0,0,0,9.419,8.54,11,0,1,0,0,0.2
4,51,0,1,0,0,0,0,0,0,0,0,14.129,8.54,13,0,0,1,0,0.2
4,51,0,0,0,0,0,1,0,0,0,0,39.246,10.55,9,0,0,1,0,0.2
4,52,0,0,0,0,0,0,0,0,0,0,39.246,15.32,13,0,0,1,0,0.2
4,52,1,0,0,0,0,1,0,0,0,1,20.408,15.32,13,0,0,1,0,0.2
4,52,0,0,0,0,0,1,0,0,0,1,14.129,12.31,11,0,1,0,0,0.2
4,53,0,0,0,0,1,0,0,0,1,0,26.688,12.31,13,1,0,0,0,0.2
4,53,0,0,0,0,0,0,0,1,0,1,20.408,15.32,13,0,0,1,0,0.2
4,53,1,0,0,0,0,0,0,1,0,1,14.129,12.31,13,0,0,0,1,0.2
4,54,1,0,0,0,0,0,0,1,0,1,26.688,12.31,11,0,0,1,0,0.2
4,54,0,0,0,0,0,0,0,1,0,0,39.246,8.54,15,0,0,0,0,0.2
4,54,0,0,0,0,0,0,0,1,0,0,26.688,12.31,15,0,0,1,0,0.2
4,55,1,0,0,0,0,0,0,0,0,0,9.419,15.32,15,0,0,0,0,0.2
4,55,0,0,0,0,0,0,0,0,0,0,14.129,12.31,11,1,0,0,0,0.2
4,55,0,0,0,0,0,1,0,0,0,0,9.419,10.55,11,0,0,1,0,0.2
4,56,0,0,0,0,0,1,0,0,0,0,20.408,12.31,15,1,0,0,0,0.2
4,56,0,0,0,0,0,0,0,1,0,1,20.408,12.31,13,0,0,0,1,0.2
4,56,1,0,0,0,0,0,0,0,0,0,14.129,15.32,9,0,0,0,0,0.2
4,57,1,1,0,0,0,0,0,0,0,0,26.688,12.31,9,0,0,0,1,0.2
4,57,0,0,0,0,0,1,0,0,0,1,39.246,10.55,13,0,0,1,0,0.2
4,57,0,0,1,0,0,0,0,0,0,0,26.688,10.55,9,0,0,0,1,0.2
4,58,1,0,1,0,0,0,0,0,0,0,9.419,12.31,11,1,0,0,0,0.2
4,58,0,0,0,0,0,1,0,0,0,0,26.688,15.32,9,0,1,0,0,0.2
4,58,0,0,0,0,1,0,0,0,0,0,26.688,12.31,15,0,0,0,1,0.2
4,59,0,0,0,0,0,1,0,0,0,0,20.408,10.55,15,0,0,1,0,0.2
4,59,1,0,0,0,0,0,0,0,0,0,20.408,12.31,15,0,0,0,1,0.2
4,59,0,1,0,0,0,0,0,0,0,0,39.246,15.32,9,0,0,1,0,0.2
4,60,0,0,0,0,0,1,0,0,0,1,26.688,10.55,15,0,0,0,1,0.2
4,60,1,1,0,0,0,0,0,0,0,0,20.408,10.55,15,0,0,0,0,0.2
4,60,0,0,1,0,0,0,0,0,0,0,14.129,15.32,15,1,0,0,0,0.2
5,61,0,0,0,0,0,0,1,0,0,1,14.129,15.32,11,0,0,0,0,1.84793336
5,61,1,0,0,0,0,0,0,0,0,0,20.408,8.54,13,0,1,0,0,1.84793336
5,61,0,0,0,0,0,0,0,0,0,0,20.408,12.31,9,1,0,0,0,1.84793336
5,62,0,0,0,0,1,0,0,0,1,0,39.246,12.31,13,1,0,0,0,1.84793336
5,62,0,0,0,0,0,0,0,1,0,0,14.129,12.31,13,0,1,0,0,1.84793336
5,62,1,0,0,0,0,0,0,1,0,0,9.419,8.54,9,1,0,0,0,1.84793336
5,63,1,1,0,0,0,0,0,0,0,0,26.688,12.31,11,1,0,0,0,1.84793336
5,63,0,0,0,0,0,1,0,0,0,1,26.688,10.55,15,0,1,0,0,1.84793336
5,63,0,0,0,0,0,0,0,1,0,0,14.129,15.32,13,0,0,0,0,1.84793336
5,64,0,0,0,0,0,1,0,0,0,1,39.246,12.31,9,1,0,0,0,1.84793336
5,64,0,0,1,0,0,0,0,0,0,0,9.419,12.31,15,0,1,0,0,1.84793336
5,64,1,0,0,0,0,1,0,0,0,1,39.246,8.54,13,0,1,0,0,1.84793336
5,65,1,0,1,0,0,0,0,0,0,0,20.408,8.54,13,0,0,0,0,1.84793336
5,65,0,1,0,0,0,0,0,0,0,0,26.688,15.32,11,0,0,0,1,1.84793336
5,65,0,1,0,0,0,0,0,0,0,0,14.129,10.55,9,1,0,0,0,1.84793336
5,66,1,0,0,0,0,0,0,1,0,0,26.688,10.55,13,1,0,0,0,1.84793336
5,66,0,0,0,0,0,1,0,0,0,0,26.688,12.31,15,0,0,0,0,1.84793336
5,66,0,0,0,0,0,0,0,1,0,0,9.419,15.32,9,0,1,0,0,1.84793336
5,67,1,0,0,0,1,0,0,0,1,0,9.419,10.55,11,0,1,0,0,1.84793336
5,67,0,0,0,0,0,0,1,0,0,1,20.408,10.55,11,0,0,1,0,1.84793336
5,67,0,0,0,0,0,0,0,1,0,0,20.408,8.54,15,0,1,0,0,1.84793336
5,68,0,0,0,1,0,0,0,0,0,0,26.688,15.32,9,0,0,0,0,1.84793336
5,68,0,0,1,0,0,0,0,0,0,0,26.688,15.32,11,1,0,0,0,1.84793336
5,68,1,0,0,0,0,1,0,0,0,1,14.129,15.32,9,0,1,0,0,1.84793336
5,69,1,0,0,0,0,0,0,1,0,0,9.419,12.31,9,0,0,0,0,1.84793336
5,69,0,0,1,0,0,0,0,0,1,0,14.129,12.31,11,0,0,0,1,1.84793336
5,69,0,0,0,0,0,1,0,0,0,0,9.419,8.54,15,0,0,0,1,1.84793336
5,70,0,0,0,0,1,0,0,0,0,0,26.688,15.32,9,0,1,0,0,1.84793336
5,70,1,0,0,0,0,0,0,1,0,0,26.688,15.32,9,0,0,0,0,1.84793336
5,70,0,0,0,0,0,0,0,0,0,0,9.419,12.31,9,0,0,1,0,1.84793336
5,71,0,0,0,0,0,0,0,1,0,0,26.688,10.55,15,0,0,0,1,1.84793336
5,71,0,0,0,0,0,1,0,0,0,0,20.408,12.31,13,0,0,0,0,1.84793336
5,71,1,0,0,0,0,0,0,1,0,0,20.408,8.54,11,0,0,1,0,1.84793336
5,72,0,0,0,0,0,0,0,1,0,0,9.419,12.31,9,0,0,1,0,1.84793336
5,72,1,0,0,0,0,0,1,0,0,0,20.408,10.55,15,0,1,0,0,1.84793336
5,72,0,0,0,0,0,1,0,0,0,0,26.688,12.31,13,0,1,0,0,1.84793336
5,73,1,1,0,0,0,0,0,0,0,0,20.408,15.32,11,0,1,0,0,1.84793336
5,73,0,0,1,0,0,0,0,0,1,0,26.688,12.31,11,0,1,0,0,1.84793336
5,73,0,1,0,0,0,0,0,0,0,0,39.246,10.55,9,1,0,0,0,1.84793336
5,74,0,0,0,0,0,0,1,0,0,1,39.246,8.54,15,0,0,0,1,1.84793336
5,74,0,0,0,0,0,0,0,0,0,0,39.246,15.32,15,0,0,0,0,1.84793336
5,74,1,0,0,0,0,1,0,0,0,1,14.129,15.32,11,0,0,1,0,1.84793336
5,75,1,0,0,0,0,0,0,1,0,0,20.408,15.32,13,0,1,0,0,1.84793336
5,75,0,0,0,1,0,0,0,0,0,0,26.688,15.32,15,0,0,1,0,1.84793336
5,75,0,1,0,0,0,0,0,0,0,0,39.246,10.55,13,0,1,0,0,1.84793336
6,76,0,0,0,1,0,0,0,0,0,0,26.688,12.31,15,0,0,0,1,0.2
6,76,1,0,1,0,0,0,0,0,1,0,26.688,12.31,15,0,0,0,0,0.2
6,76,0,0,0,0,0,0,0,1,0,1,9.419,8.54,9,0,0,0,0,0.2
6,77,0,0,0,1,0,0,0,0,1,0,9.419,10.55,13,0,0,0,1,0.2
6,77,1,1,0,0,0,0,0,0,0,0,9.419,10.55,11,0,1,0,0,0.2
6,77,0,0,0,0,1,0,0,0,1,0,9.419,15.32,15,0,0,0,0,0.2
6,78,0,0,0,1,0,0,0,0,0,0,14.129,10.55,9,0,0,0,1,0.2
6,78,0,0,1,0,0,0,0,0,0,0,9.419,12.31,15,0,0,1,0,0.2
6,78,1,0,1,0,0,0,0,0,1,0,9.419,10.55,13,1,0,0,0,0.2
6,79,0,0,1,0,0,0,0,0,1,0,26.688,10.55,15,0,0,0,1,0.2
6,79,0,0,0,0,0,1,0,0,0,0,39.246,8.54,9,0,0,0,1,0.2
6,79,1,0,1,0,0,0,0,0,0,0,14.129,12.31,9,0,0,0,0,0.2
6,80,0,0,1,0,0,0,0,0,0,0,39.246,8.54,9,0,0,0,1,0.2
6,80,1,1,0,0,0,0,0,0,0,0,39.246,10.55,13,1,0,0,0,0.2
6,80,0,0,1,0,0,0,0,0,0,0,20.408,15.32,15,1,0,0,0,0.2
6,81,0,0,1,0,0,0,0,0,0,0,39.246,12.31,13,1,0,0,0,0.2
6,81,1,0,0,0,0,0,0,0,0,0,26.688,10.55,11,1,0,0,0,0.2
6,81,0,1,0,0,0,0,0,0,0,0,9.419,15.32,11,0,0,0,0,0.2
6,82,0,0,0,1,0,0,0,0,0,0,26.688,10.55,11,0,0,1,0,0.2
6,82,0,0,0,0,0,1,0,0,0,0,14.129,12.31,15,0,1,0,0,0.2
6,82,1,0,0,0,0,1,0,0,0,1,20.408,8.54,13,0,0,0,0,0.2
6,83,0,0,0,0,0,0,1,0,0,0,9.419,8.54,13,0,1,0,0,0.2
6,83,0,0,0,0,1,0,0,0,1,0,14.129,15.32,9,1,0,0,0,0.2
6,83,1,0,0,0,0,1,0,0,0,1,39.246,12.31,15,0,1,0,0,0.2
6,84,0,1,0,0,0,0,0,0,0,0,9.419,8.54,15,1,0,0,0,0.2
6,84,1,0,0,0,0,0,1,0,0,0,14.129,8.54,9,0,1,0,0,0.2
6,84,0,0,0,0,0,1,0,0,0,1,26.688,8.54,15,0,0,1,0,0.2
6,85,0,1,0,0,0,0,0,0,0,0,20.408,10.55,15,0,0,1,0,0.2
6,85,0,1,0,0,0,0,0,0,0,0,39.246,15.32,9,0,0,0,1,0.2
6,85,1,1,0,0,0,0,0,0,0,0,26.688,8.54,15,0,1,0,0,0.2
6,86,0,1,0,0,0,0,0,0,0,0,14.129,10.55,15,0,0,0,0,0.2
6,86,1,0,0,0,0,0,0,0,0,0,9.419,8.54,13,0,1,0,0,0.2
6,86,0,0,0,0,0,0,0,0,0,0,39.246,12.31,11,0,0,0,0,0.2
6,87,0,0,0,0,0,0,0,1,0,0,26.688,12.31,11,0,0,1,0,0.2
6,87,1,0,0,0,0,0,0,1,0,1,9.419,10.55,11,0,1,0,0,0.2
6,87,0,0,0,0,0,1,0,0,0,0,9.419,15.32,15,0,0,1,0,0.2
6,88,0,0,1,0,0,0,0,0,1,0,9.419,10.55,9,0,0,0,0,0.2
6,88,0,0,0,0,0,0,0,0,0,0,20.408,12.31,9,0,1,0,0,0.2
6,88,1,0,0,0,0,0,0,1,0,0,14.129,15.32,13,0,0,0,0,0.2
6,89,0,0,0,0,0,0,1,0,0,0,39.246,8.54,13,0,0,1,0,0.2
6,89,1,0,1,0,0,0,0,0,0,0,14.129,10.55,9,0,0,1,0,0.2
6,89,0,0,0,0,1,0,0,0,0,0,26.688,8.54,11,0,0,1,0,0.2
6,90,1,0,0,1,0,0,0,0,1,0,20.408,8.54,9,0,1,0,0,0.2
6,90,0,0,0,0,0,0,0,0,0,0,26.688,12.31,9,0,0,0,1,0.2
6,90,0,0,0,0,0,0,1,0,0,1,9.419,15.32,15,0,0,1,0,0.2
7,91,0,0,0,0,0,0,0,0,0,0,39.246,15.32,15,0,0,0,1,0.2
7,91,1,0,0,0,0,0,0,0,0,0,14.129,8.54,11,0,0,1,0,0.2
7,91,0,0,0,0,0,0,1,0,0,0,26.688,12.31,11,1,0,0,0,0.2
7,92,0,0,0,0,0,0,1,0,0,1,14.129,8.54,15,1,0,0,0,0.2
7,92,0,0,0,0,0,0,0,1,0,0,14.129,10.55,11,0,0,0,0,0.2
7,92,1,0,1,0,0,0,0,0,1,0,9.419,15.32,15,0,0,0,1,0.2
7,93,0,1,0,0,0,0,0,0,0,0,26.688,8.54,11,0,1,0,0,0.2
7,93,1,0,0,0,1,0,0,0,1,0,9.419,8.54,15,0,0,0,0,0.2
7,93,0,0,0,1,0,0,0,0,0,0,14.129,12.31,9,0,0,1,0,0.2
7,94,0,0,0,0,0,0,0,0,0,0,39.246,10.55,15,0,0,0,1,0.2
7,94,1,0,0,0,0,0,1,0,0,0,26.688,15.32,13,0,0,1,0,0.2
7,94,0,0,0,0,0,0,0,0,0,0,39.246,10.55,15,0,1,0,0,0.2
7,95,1,0,0,0,0,0,1,0,0,0,14.129,10.55,9,0,0,0,1,0.2
7,95,0,0,0,0,0,0,0,1,0,0,39.246,12.31,9,0,0,0,0,0.2
7,95,0,0,1,0,0,0,0,0,0,0,26.688,12.31,15,0,1,0,0,0.2
7,96,1,0,1,0,0,0,0,0,1,0,9.419,12.31,9,0,0,0,1,0.2
7,96,0,0,0,0,0,1,0,0,0,1,9.419,12.31,13,0,1,0,0,0.2
7,96,0,0,1,0,0,0,0,0,0,0,20.408,12.31,15,1,0,0,0,0.2
7,97,0,0,0,0,0,1,0,0,0,0,39.246,15.32,11,0,0,0,0,0.2
7,97,1,0,0,0,1,0,0,0,0,0,14.129,15.32,9,0,0,1,0,0.2
7,97,0,0,0,0,0,1,0,0,0,0,26.688,8.54,13,0,0,0,1,0.2
7,98,0,0,1,0,0,0,0,0,1,0,14.129,10.55,15,0,0,1,0,0.2
7,98,1,0,1,0,0,0,0,0,0,0,9.419,12.31,13,0,0,0,0,0.2
7,98,0,0,1,0,0,0,0,0,0,0,14.129,10.55,13,0,0,1,0,0.2
7,99,1,0,0,0,0,0,0,0,0,0,20.408,12.31,11,0,1,0,0,0.2
7,99,0,0,0,1,0,0,0,0,1,0,39.246,12.31,13,1,0,0,0,0.2
7,99,0,0,0,0,0,0,1,0,0,0,39.246,10.55,15,0,0,1,0,0.2
7,100,0,0,0,0,0,1,0,0,0,0,26.688,8.54,13,0,0,0,0,0.2
7,100,0,1,0,0,0,0,0,0,0,0,20.408,8.54,15,1,0,0,0,0.2
