"id","choice","obsID","brand","feat","price","dannon","hiland","yoplait"
5,0,69,"hiland",0,2.5,0,1,0
5,0,69,"weight",0,7.9000004,0,0,0
5,0,69,"yoplait",0,10.8,0,0,1
5,1,70,"dannon",0,8.6000003,1,0,0
5,0,70,"hiland",0,5.0000001,0,1,0
5,0,70,"weight",0,8.6000003,0,0,0
5,0,70,"yoplait",0,12.2,0,0,1
5,0,71,"dannon",0,8.6000003,1,0,0
5,0,71,"hiland",0,5.0000001,0,1,0
5,0,71,"weight",0,8.6000003,0,0,0
5,1,71,"yoplait",0,12.5,0,0,1
6,0,72,"dannon",0,8.6000003,1,0,0
6,0,72,"hiland",0,6.1000001,0,1,0
6,1,72,"weight",1,7.4000001,0,0,0
6,0,72,"yoplait",0,11.5,0,0,1
6,0,73,"dannon",0,8.6000003,1,0,0
6,0,73,"hiland",0,6.1000001,0,1,0
6,1,73,"weight",1,7.4000001,0,0,0
6,0,73,"yoplait",0,11.5,0,0,1
6,0,74,"dannon",0,6.8999998,1,0,0
6,0,74,"hiland",0,6.1000001,0,1,0
6,1,74,"weight",0,8.6000003,0,0,0
6,0,74,"yoplait",0,10.8,0,0,1
6,0,75,"dannon",0,6.8999998,1,0,0
6,0,75,"hiland",0,6.1000001,0,1,0
6,1,75,"weight",0,8.6000003,0,0,0
6,0,75,"yoplait",0,10.8,0,0,1
6,0,76,"dannon",0,5.0999999,1,0,0
6,0,76,"hiland",0,6.6,0,1,0
6,1,76,"weight",0,8.6000003,0,0,0
6,0,76,"yoplait",0,11.5,0,0,1
6,0,77,"dannon",0,5.0999999,1,0,0
6,0,77,"hiland",0,6.6,0,1,0
6,1,77,"weight",0,8.6000003,0,0,0
6,0,77,"yoplait",0,11.5,0,0,1
6,0,78,"dannon",0,8.1,1,0,0
6,0,78,"hiland",0,6.6,0,1,0
6,1,78,"weight",0,8.1,0,0,0
6,0,78,"yoplait",0,11.5,0,0,1
6,0,79,"dannon",0,8.1,1,0,0
6,0,79,"hiland",0,6.6,0,1,0
6,1,79,"weight",0,8.1,0,0,0
6,0,79,"yoplait",0,11.5,0,0,1
6,0,80,"dannon",0,8.1,1,0,0
6,0,80,"hiland",0,6.1000001,0,1,0
6,1,80,"weight",0,8.1,0,0,0
6,0,80,"yoplait",0,11.5,0,0,1
6,0,81,"dannon",0,8.1,1,0,0
6,0,81,"hiland",0,6.1000001,0,1,0
6,1,81,"weight",0,8.1,0,0,0
6,0,81,"yoplait",0,11.5,0,0,1
6,0,82,"dannon",0,8.1,1,0,0
6,0,82,"hiland",0,6.1000001,0,1,0
6,0,82,"weight",0,8.1,0,0,0
6,1,82,"yoplait",0,11.2,0,0,1
6,0,83,"dannon",0,8.1,1,0,0
6,0,83,"hiland",0,6.1000001,0,1,0
6,0,83,"weight",0,8.1,0,0,0
6,1,83,"yoplait",0,11.2,0,0,1
6,0,84,"dannon",0,8.6000003,1,0,0
6,0,84,"hiland",0,6.1000001,0,1,0
6,0,84,"weight",0,8.6000003,0,0,0
6,1,84,"yoplait",0,12.2,0,0,1
6,0,85,"dannon",0,8.6000003,1,0,0
6,0,85,"hiland",0,6.1000001,0,1,0
6,0,85,"weight",0,8.6000003,0,0,0
6,1,85,"yoplait",0,12.2,0,0,1
6,0,86,"dannon",0,8.6000003,1,0,0
6,0,86,"hiland",0,6.1000001,0,1,0
6,0,86,"weight",0,8.6000003,0,0,0
6,1,86,"yoplait",0,12.2,0,0,1
6,0,87,"dannon",0,8.6000003,1,0,0
6,0,87,"hiland",0,6.1000001,0,1,0
6,0,87,"weight",0,8.6000003,0,0,0
6,1,87,"yoplait",0,12.2,0,0,1
6,0,88,"dannon",0,8.6000003,1,0,0
6,0,88,"hiland",0,6.1000001,0,1,0
6,0,88,"weight",0,8.6000003,0,0,0
6,1,88,"yoplait",0,12.2,0,0,1
6,0,89,"dannon",0,8.6000003,1,0,0
6,0,89,"hiland",0,6.1000001,0,1,0
6,0,89,"weight",0,8.6000003,0,0,0
6,1,89,"yoplait",0,12.2,0,0,1
6,0,90,"dannon",0,8.6000003,1,0,0
6,0,90,"hiland",0,6.1000001,0,1,0
6,0,90,"weight",0,8.6000003,0,0,0
6,1,90,"yoplait",0,12.2,0,0,1
7,1,91,"dannon",0,7.4000001,1,0,0
7,0,91,"hiland",0,6.1000001,0,1,0
7,0,91,"weight",0,8.1,0,0,0
7,0,91,"yoplait",0,11,0,0,1
7,1,92,"dannon",0,7.4000001,1,0,0
7,0,92,"hiland",0,6.1000001,0,1,0
7,0,92,"weight",0,8.1,0,0,0
7,0,92,"yoplait",0,11,0,0,1
7,1,93,"dannon",0,8.1,1,0,0
7,0,93,"hiland",0,6.6,0,1,0
7,0,93,"weight",0,8.1,0,0,0
7,0,93,"yoplait",0,10.3,0,0,1
7,1,94,"dannon",0,8.1,1,0,0
7,0,94,"hiland",0,6.6,0,1,0
7,0,94,"weight",0,7.9000004,0,0,0
7,0,94,"yoplait",0,10.3,0,0,1
7,1,95,"dannon",0,8.1,1,0,0
7,0,95,"hiland",0,6.6,0,1,0
7,0,95,"weight",0,7.9000004,0,0,0
7,0,95,"yoplait",0,10.3,0,0,1
7,1,96,"dannon",0,8.1,1,0,0
7,0,96,"hiland",0,6.6,0,1,0
7,0,96,"weight",0,7.9000004,0,0,0
7,0,96,"yoplait",0,10.3,0,0,1
7,1,97,"dannon",0,8.1,1,0,0
7,0,97,"hiland",0,6.6,0,1,0
7,0,97,"weight",0,7.9000004,0,0,0
7,0,97,"yoplait",0,12.5,0,0,1
7,1,98,"dannon",0,8.1,1,0,0
7,0,98,"hiland",0,6.6,0,1,0
7,0,98,"weight",0,7.9000004,0,0,0
7,0,98,"yoplait",0,12.5,0,0,1
7,0,99,"dannon",0,9.7999997,1,0,0
7,0,99,"hiland",0,4.8999999,0,1,0
7,0,99,"weight",0,7.9000004,0,0,0
7,1,99,"yoplait",0,2,0,0,1
7,1,100,"dannon",0,8.1,1,0,0
7,0,100,"hiland",0,4.8999999,0,1,0
7,0,100,"weight",0,7.9000004,0,0,0
7,0,100,"yoplait",0,10.3,0,0,1
7,1,101,"dannon",1,6.1000001,1,0,0
7,0,101,"hiland",0,4.8999999,0,1,0
7,0,101,"weight",0,7.9000004,0,0,0
7,0,101,"yoplait",0,10.3,0,0,1
7,0,102,"dannon",0,8.1,1,0,0
7,0,102,"hiland",0,5.0000001,0,1,0
7,0,102,"weight",0,7.9000004,0,0,0
7,1,102,"yoplait",0,10.8,0,0,1
7,0,103,"dannon",0,8.1,1,0,0
7,0,103,"hiland",0,5.0000001,0,1,0
7,0,103,"weight",0,7.9000004,0,0,0
7,1,103,"yoplait",0,10.8,0,0,1
7,1,104,"dannon",0,8.1,1,0,0
7,0,104,"hiland",0,5.0000001,0,1,0
7,0,104,"weight",0,7.9000004,0,0,0
7,0,104,"yoplait",0,10.8,0,0,1
7,1,105,"dannon",0,8.1,1,0,0
7,0,105,"hiland",0,5.0000001,0,1,0
7,0,105,"weight",0,7.9000004,0,0,0
7,0,105,"yoplait",0,10.8,0,0,1
7,1,106,"dannon",0,8.1,1,0,0
7,0,106,"hiland",0,5.0000001,0,1,0
7,0,106,"weight",0,7.9000004,0,0,0
7,0,106,"yoplait",0,10.8,0,0,1
7,0,107,"dannon",0,8.1,1,0,0
7,0,107,"hiland",0,5.0000001,0,1,0
7,0,107,"weight",0,7.9000004,0,0,0
7,1,107,"yoplait",0,10.8,0,0,1
7,1,108,"dannon",0,8.1,1,0,0
7,0,108,"hiland",0,4.3000001,0,1,0
7,0,108,"weight",0,7.9000004,0,0,0
7,0,108,"yoplait",0,11.5,0,0,1
7,1,109,"dannon",0,6.3000001,1,0,0
7,0,109,"hiland",0,5.0000001,0,1,0
7,0,109,"weight",0,7.9000004,0,0,0
7,0,109,"yoplait",0,10.8,0,0,1
7,0,110,"dannon",0,5.0999999,1,0,0
7,0,110,"hiland",0,5.0000001,0,1,0
7,0,110,"weight",0,7.9000004,0,0,0
7,1,110,"yoplait",0,10.8,0,0,1
7,0,111,"dannon",0,4.6999998,1,0,0
7,0,111,"hiland",0,5.0000001,0,1,0
7,0,111,"weight",0,7.9000004,0,0,0
7,1,111,"yoplait",0,10.8,0,0,1
8,1,112,"dannon",0,7.4000001,1,0,0
8,0,112,"hiland",0,6.1000001,0,1,0
8,0,112,"weight",0,8.1,0,0,0
8,0,112,"yoplait",0,10.3,0,0,1
8,1,113,"dannon",0,7.4000001,1,0,0
8,0,113,"hiland",0,6.1000001,0,1,0
8,0,113,"weight",0,8.1,0,0,0
8,0,113,"yoplait",0,10.3,0,0,1
8,1,114,"dannon",0,7.4000001,1,0,0
8,0,114,"hiland",0,6.1000001,0,1,0
8,0,114,"weight",0,8.1,0,0,0
8,0,114,"yoplait",0,10.3,0,0,1
8,1,115,"dannon",0,7.4000001,1,0,0
8,0,115,"hiland",0,6.1000001,0,1,0
8,0,115,"weight",0,8.1,0,0,0
8,0,115,"yoplait",0,10.3,0,0,1
8,1,116,"dannon",0,8.1,1,0,0
8,0,116,"hiland",0,6.6,0,1,0
8,0,116,"weight",0,7.9000004,0,0,0
8,0,116,"yoplait",0,12.5,0,0,1
8,1,117,"dannon",0,8.1,1,0,0
8,0,117,"hiland",0,6.6,0,1,0
8,0,117,"weight",0,7.9000004,0,0,0
8,0,117,"yoplait",0,12.5,0,0,1
8,1,118,"dannon",0,8.1,1,0,0
8,0,118,"hiland",0,4.8999999,0,1,0
8,0,118,"weight",0,7.9000004,0,0,0
8,0,118,"yoplait",0,10.3,0,0,1
8,1,119,"dannon",0,8.1,1,0,0
8,0,119,"hiland",0,4.8999999,0,1,0
8,0,119,"weight",0,7.9000004,0,0,0
8,0,119,"yoplait",0,10.3,0,0,1
8,1,120,"dannon",0,8.1,1,0,0
8,0,120,"hiland",0,4.8999999,0,1,0
8,0,120,"weight",0,7.9000004,0,0,0
8,0,120,"yoplait",0,10.3,0,0,1
8,1,121,"dannon",0,8.1,1,0,0
8,0,121,"hiland",0,4.8999999,0,1,0
8,0,121,"weight",0,7.9000004,0,0,0
8,0,121,"yoplait",0,10.3,0,0,1
8,1,122,"dannon",0,8.1,1,0,0
8,0,122,"hiland",0,4.8999999,0,1,0
8,0,122,"weight",0,7.9000004,0,0,0
8,0,122,"yoplait",0,12.5,0,0,1
8,1,123,"dannon",0,8.1,1,0,0
8,0,123,"hiland",0,5.0000001,0,1,0
8,0,123,"weight",0,7.9000004,0,0,0
8,0,123,"yoplait",0,10.8,0,0,1
8,1,124,"dannon",0,8.1,1,0,0
8,0,124,"hiland",0,4.8999999,0,1,0
8,0,124,"weight",0,7.9000004,0,0,0
8,0,124,"yoplait",0,10.3,0,0,1
8,1,125,"dannon",0,8.1,1,0,0
8,0,125,"hiland",0,4.8999999,0,1,0
8,0,125,"weight",0,7.9000004,0,0,0
8,0,125,"yoplait",0,10.3,0,0,1
8,1,126,"dannon",0,8.1,1,0,0
8,0,126,"hiland",0,4.8999999,0,1,0
8,0,126,"weight",0,7.9000004,0,0,0
8,0,126,"yoplait",0,10.3,0,0,1
8,1,127,"dannon",0,8.1,1,0,0
8,0,127,"hiland",0,4.8999999,0,1,0
8,0,127,"weight",0,7.9000004,0,0,0
8,0,127,"yoplait",0,10.3,0,0,1
8,1,128,"dannon",0,8.1,1,0,0
8,0,128,"hiland",0,4.8999999,0,1,0
8,0,128,"weight",0,7.9000004,0,0,0
8,0,128,"yoplait",0,10.3,0,0,1
8,1,129,"dannon",1,6.1000001,1,0,0
8,0,129,"hiland",0,4.8999999,0,1,0
8,0,129,"weight",0,7.9000004,0,0,0
8,0,129,"yoplait",0,10.3,0,0,1
8,1,130,"dannon",0,8.1,1,0,0
8,0,130,"hiland",0,5.0000001,0,1,0
8,0,130,"weight",0,7.9000004,0,0,0
8,0,130,"yoplait",0,10.8,0,0,1
8,1,131,"dannon",0,8.6000003,1,0,0
8,0,131,"hiland",0,5.0000001,0,1,0
8,0,131,"weight",0,8.6000003,0,0,0
8,0,131,"yoplait",0,12.2,0,0,1
8,1,132,"dannon",0,8.6000003,1,0,0
8,0,132,"hiland",0,5.4000001,0,1,0
8,0,132,"weight",0,7.9000004,0,0,0
8,0,132,"yoplait",0,10.8,0,0,1
8,1,133,"dannon",0,8.6000003,1,0,0
8,0,133,"hiland",0,5.0000001,0,1,0
8,0,133,"weight",1,6.8999998,0,0,0
8,0,133,"yoplait",0,5.5,0,0,1
8,1,134,"dannon",0,8.6000003,1,0,0
8,0,134,"hiland",0,5.0000001,0,1,0
8,0,134,"weight",1,6.8999998,0,0,0
8,0,134,"yoplait",0,5.5,0,0,1
8,1,135,"dannon",0,8.6000003,1,0,0
8,0,135,"hiland",0,5.4000001,0,1,0
8,0,135,"weight",0,7.9000004,0,0,0
8,0,135,"yoplait",0,10.8,0,0,1
8,1,136,"dannon",0,6.3000001,1,0,0
8,0,136,"hiland",0,6.1000001,0,1,0
8,0,136,"weight",0,6.3000001,0,0,0
8,0,136,"yoplait",0,8.8,0,0,1
9,0,137,"dannon",0,8.1,1,0,0
9,0,137,"hiland",0,6.1000001,0,1,0
9,1,137,"weight",0,8.1,0,0,0
9,0,137,"yoplait",0,11.5,0,0,1
9,0,138,"dannon",0,8.1,1,0,0
9,0,138,"hiland",0,6.1000001,0,1,0
9,1,138,"weight",0,8.1,0,0,0
9,0,138,"yoplait",0,11.5,0,0,1
9,0,139,"dannon",0,8.1,1,0,0
9,0,139,"hiland",0,6.1000001,0,1,0
9,1,139,"weight",0,8.1,0,0,0
9,0,139,"yoplait",0,11.5,0,0,1
9,0,140,"dannon",0,8.1,1,0,0
9,0,140,"hiland",0,4.8999999,0,1,0
9,1,140,"weight",0,7.9000004,0,0,0
9,0,140,"yoplait",0,11.5,0,0,1
9,0,141,"dannon",0,8.1,1,0,0
9,0,141,"hiland",0,6.1000001,0,1,0
9,1,141,"weight",0,8.1,0,0,0
9,0,141,"yoplait",0,10.8,0,0,1
9,0,142,"dannon",0,8.1,1,0,0
9,0,142,"hiland",0,6.1000001,0,1,0
9,1,142,"weight",0,8.1,0,0,0
9,0,142,"yoplait",0,10.8,0,0,1
9,0,143,"dannon",0,8.1,1,0,0
9,0,143,"hiland",0,6.1000001,0,1,0
9,1,143,"weight",0,8.1,0,0,0
9,0,143,"yoplait",0,11.5,0,0,1
9,0,144,"dannon",0,8.1,1,0,0
9,0,144,"hiland",0,4.8999999,0,1,0
9,0,144,"weight",0,7.9000004,0,0,0
9,1,144,"yoplait",0,11.5,0,0,1
9,0,145,"dannon",0,8.1,1,0,0
9,0,145,"hiland",0,6.1000001,0,1,0
